Team,Player,Position,GW,OPP,Home/Away,Result,Score,PTS,G,A,SOT,CC,SCR,STO,CS,INT,TW,PS,SV,AER,CLR,DIS,OG,GC,YC,RC
Aston Villa,Jordan Ayew,For,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Libor Kozak,For,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Libor Kozak,For,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Libor Kozak,For,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Libor Kozak,For,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Brad Guzan,Goa,1,BOU,H,W,0-1,12.25,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
Aston Villa,Brad Guzan,Goa,2,MUN,A,L,0-1,1.25,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
Aston Villa,Brad Guzan,Goa,3,CRY,H,L,2-1,4.25,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0
Aston Villa,Brad Guzan,Goa,4,SUN,A,D,2-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Aston Villa,Mark Bunn,Goa,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Mark Bunn,Goa,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Mark Bunn,Goa,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Mark Bunn,Goa,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jed Steer,Goa,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jed Steer,Goa,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jed Steer,Goa,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jed Steer,Goa,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Idrissa Gueye,Mid,1,BOU,H,W,0-1,6.5,0,0,1,0,0,2,1,3,4,0,0,1,1,3,0,0,1,0
Aston Villa,Idrissa Gueye,Mid,2,MUN,A,L,0-1,6,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,1,0
Aston Villa,Idrissa Gueye,Mid,3,CRY,H,L,2-1,12,0,0,0,1,1,1,0,2,4,0,0,2,0,0,0,2,0,0
Aston Villa,Idrissa Gueye,Mid,4,SUN,A,D,2-2,24.5,0,0,0,5,1,5,0,3,1,0,0,3,0,2,0,2,0,0
Aston Villa,Ashley Westwood,Mid,1,BOU,H,W,0-1,9,0,1,0,1,0,0,1,1,2,0,0,0,2,1,0,0,1,0
Aston Villa,Ashley Westwood,Mid,2,MUN,A,L,0-1,11,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0
Aston Villa,Ashley Westwood,Mid,3,CRY,H,L,2-1,16.5,0,0,0,5,1,0,0,1,0,0,0,1,1,1,0,2,0,0
Aston Villa,Ashley Westwood,Mid,4,SUN,A,D,2-2,5,0,0,1,2,0,0,0,0,0,0,0,0,1,3,0,2,0,0
Aston Villa,Scott Sinclair,Mid,1,BOU,H,W,0-1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0
Aston Villa,Scott Sinclair,Mid,2,MUN,A,L,0-1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0
Aston Villa,Scott Sinclair,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Scott Sinclair,Mid,4,SUN,A,D,2-2,21,2,0,2,1,1,0,0,0,0,0,0,0,0,5,0,2,0,0
Aston Villa,Carlos Sanchez,Mid,1,BOU,H,W,0-1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Aston Villa,Carlos Sanchez,Mid,2,MUN,A,L,0-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aston Villa,Carlos Sanchez,Mid,3,CRY,H,L,2-1,8.5,0,0,0,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0
Aston Villa,Carlos Sanchez,Mid,4,SUN,A,D,2-2,10.5,0,0,0,0,0,2,0,3,6,0,0,1,2,1,0,2,0,0
Aston Villa,Jodran Veretout,Mid,1,BOU,H,W,0-1,9,0,0,0,1,0,0,0,3,3,0,0,0,2,0,0,0,0,0
Aston Villa,Jodran Veretout,Mid,2,MUN,A,L,0-1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Aston Villa,Jodran Veretout,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jodran Veretout,Mid,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jack Grealish,Mid,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jack Grealish,Mid,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Jack Grealish,Mid,3,CRY,H,L,2-1,7,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,2,0,0
Aston Villa,Jack Grealish,Mid,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Chris Herd,Mid,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Chris Herd,Mid,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Chris Herd,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Chris Herd,Mid,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Joe Cole,Mid,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Joe Cole,Mid,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Joe Cole,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Joe Cole,Mid,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Charles N'Zogbia,Mid,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Charles N'Zogbia,Mid,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Charles N'Zogbia,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Charles N'Zogbia,Mid,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Gary Gardner,Mid,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Gary Gardner,Mid,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Gary Gardner,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Gary Gardner,Mid,4,SUN,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Carles Gil de Pareja Vicent,Mid,1,BOU,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Carles Gil de Pareja Vicent,Mid,2,MUN,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Carles Gil de Pareja Vicent,Mid,3,CRY,H,L,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aston Villa,Carles Gil de Pareja Vicent,Mid,4,SUN,A,D,2-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bournemouth,Simon Francis,Def,1,AVL,A,L,0-1,9.5,0,0,0,2,2,1,0,1,1,0,0,1,2,1,0,1,0,0
Bournemouth,Simon Francis,Def,2,LIV,H,L,1-0,12.5,0,0,0,1,0,1,0,4,3,0,0,3,2,0,0,1,0,0
Bournemouth,Simon Francis,Def,3,WHU,H,W,3-4,21.75,0,1,0,3,0,0,0,2,6,0,0,2,3,0,0,3,0,0
Bournemouth,Simon Francis,Def,4,LEI,A,D,1-1,5.75,0,0,0,0,0,0,0,2,3,0,0,3,3,1,0,1,0,0
Bournemouth,Charlie Daniels,Def,1,AVL,A,L,0-1,6.25,0,0,0,1,0,1,0,3,1,0,0,1,1,1,0,1,0,0
Bournemouth,Charlie Daniels,Def,2,LIV,H,L,1-0,13.5,0,0,0,1,0,3,0,3,6,0,0,1,2,1,0,1,0,0
Bournemouth,Charlie Daniels,Def,3,WHU,H,W,3-4,-0.75,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0
Bournemouth,Charlie Daniels,Def,4,LEI,A,D,1-1,5,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0
Bournemouth,Steve Cook,Def,1,AVL,A,L,0-1,4.25,0,0,0,0,0,0,0,3,1,0,0,4,5,0,0,1,1,0
Bournemouth,Steve Cook,Def,2,LIV,H,L,1-0,-0.75,0,0,0,0,0,0,0,1,0,0,0,4,5,2,0,1,1,0
Bournemouth,Steve Cook,Def,3,WHU,H,W,3-4,11.5,0,0,0,0,0,1,0,4,1,0,0,8,14,0,0,3,0,0
Bournemouth,Steve Cook,Def,4,LEI,A,D,1-1,9,0,0,0,0,0,0,0,1,2,0,0,5,12,0,0,1,0,0
Bournemouth,Tommy Elphick,Def,1,AVL,A,L,0-1,5.75,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,1,0,0
Bournemouth,Tommy Elphick,Def,2,LIV,H,L,1-0,2,0,0,0,0,0,0,0,2,0,0,0,2,4,1,0,1,0,0
Bournemouth,Tommy Elphick,Def,3,WHU,H,W,3-4,3.75,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,3,0,0
Bournemouth,Tommy Elphick,Def,4,LEI,A,D,1-1,10.75,0,0,0,0,0,0,0,3,2,0,0,7,3,0,0,1,0,0
Bournemouth,Adam Smith,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Adam Smith,Def,2,LIV,H,L,1-0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Bournemouth,Adam Smith,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Adam Smith,Def,4,LEI,A,D,1-1,4,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0
Bournemouth,Tyrone Mings,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Tyrone Mings,Def,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Tyrone Mings,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Tyrone Mings,Def,4,LEI,A,D,1-1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Bournemouth,Stephane Zubar,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Stephane Zubar,Def,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Stephane Zubar,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Stephane Zubar,Def,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Sylvain Distin,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Sylvain Distin,Def,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Sylvain Distin,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Sylvain Distin,Def,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Elliott Ward,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Elliott Ward,Def,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Elliott Ward,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Elliott Ward,Def,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Baily Cargill,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Baily Cargill,Def,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Baily Cargill,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Baily Cargill,Def,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Joe Bennett,Def,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Joe Bennett,Def,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Joe Bennett,Def,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Joe Bennett,Def,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Callum Wilson,For,1,AVL,A,L,0-1,-3.5,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0
Bournemouth,Callum Wilson,For,2,LIV,H,L,1-0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Bournemouth,Callum Wilson,For,3,WHU,H,W,3-4,40,3,0,3,1,0,2,0,1,2,0,0,2,0,2,0,3,0,0
Bournemouth,Callum Wilson,For,4,LEI,A,D,1-1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
Bournemouth,Max Gradel,For,1,AVL,A,L,0-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bournemouth,Max Gradel,For,2,LIV,H,L,1-0,11,0,0,0,3,0,1,0,0,3,0,0,0,1,2,0,1,0,0
Bournemouth,Max Gradel,For,3,WHU,H,W,3-4,22.5,0,2,1,2,0,2,0,0,3,0,0,1,0,3,0,3,0,0
Bournemouth,Max Gradel,For,4,LEI,A,D,1-1,1.5,0,0,1,0,0,1,0,1,2,0,0,1,0,2,0,0,1,0
Bournemouth,Joshua King,For,1,AVL,A,L,0-1,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Bournemouth,Joshua King,For,2,LIV,H,L,1-0,7.5,0,0,0,2,0,1,0,0,1,0,0,3,2,2,0,1,0,0
Bournemouth,Joshua King,For,3,WHU,H,W,3-4,8.5,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0
Bournemouth,Joshua King,For,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Glenn Murray,For,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Glenn Murray,For,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Glenn Murray,For,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Glenn Murray,For,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Tomlin,For,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Tomlin,For,2,LIV,H,L,1-0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0
Bournemouth,Lee Tomlin,For,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Tomlin,For,4,LEI,A,D,1-1,7.5,0,0,0,2,0,2,0,1,1,0,0,1,1,3,0,1,0,0
Bournemouth,Tokelo Rantie,For,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Tokelo Rantie,For,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Tokelo Rantie,For,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Tokelo Rantie,For,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Yann Kermorgant,For,1,AVL,A,L,0-1,-1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,1,0,0
Bournemouth,Yann Kermorgant,For,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Yann Kermorgant,For,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Yann Kermorgant,For,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Ryan Allsop,Goa,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Ryan Allsop,Goa,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Ryan Allsop,Goa,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Ryan Allsop,Goa,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Camp,Goa,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Camp,Goa,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Camp,Goa,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Lee Camp,Goa,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Adam Federici,Goa,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Adam Federici,Goa,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Adam Federici,Goa,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Adam Federici,Goa,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Artur Boruc,Goa,1,AVL,A,L,0-1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Bournemouth,Artur Boruc,Goa,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bournemouth,Artur Boruc,Goa,3,WHU,H,W,3-4,-6.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0
Bournemouth,Artur Boruc,Goa,4,LEI,A,D,1-1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
Bournemouth,Andrew Surman,Mid,1,AVL,A,L,0-1,14.5,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,1,0,0
Bournemouth,Andrew Surman,Mid,2,LIV,H,L,1-0,4.5,0,0,0,1,0,1,0,1,2,0,0,1,2,3,0,1,0,0
Bournemouth,Andrew Surman,Mid,3,WHU,H,W,3-4,7.5,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,3,0,0
Bournemouth,Andrew Surman,Mid,4,LEI,A,D,1-1,5,0,0,0,0,0,0,0,4,1,0,0,2,0,1,0,1,0,0
Bournemouth,Marc Pugh,Mid,1,AVL,A,L,0-1,2.5,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0
Bournemouth,Marc Pugh,Mid,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Marc Pugh,Mid,3,WHU,H,W,3-4,16,1,0,2,0,0,1,0,1,1,0,0,2,0,1,0,2,0,0
Bournemouth,Marc Pugh,Mid,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0
Bournemouth,Matt Ritchie,Mid,1,AVL,A,L,0-1,5.5,0,0,0,1,0,0,0,2,1,0,0,1,1,1,0,1,0,0
Bournemouth,Matt Ritchie,Mid,2,LIV,H,L,1-0,5,0,0,1,1,0,2,0,0,2,0,0,0,2,1,0,1,1,0
Bournemouth,Matt Ritchie,Mid,3,WHU,H,W,3-4,4.5,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,3,0,0
Bournemouth,Matt Ritchie,Mid,4,LEI,A,D,1-1,0.5,0,0,0,0,1,0,0,1,2,0,0,1,0,4,0,1,0,0
Bournemouth,Eunan O'Kane,Mid,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Eunan O'Kane,Mid,2,LIV,H,L,1-0,8.5,0,0,0,2,0,2,0,3,0,0,0,1,2,0,0,1,1,0
Bournemouth,Eunan O'Kane,Mid,3,WHU,H,W,3-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0
Bournemouth,Eunan O'Kane,Mid,4,LEI,A,D,1-1,-2,0,0,0,0,0,3,0,2,0,0,0,0,1,4,0,1,1,0
Bournemouth,Christian Atsu,Mid,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Christian Atsu,Mid,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Christian Atsu,Mid,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Christian Atsu,Mid,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Harry Arter,Mid,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Harry Arter,Mid,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Harry Arter,Mid,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Harry Arter,Mid,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Shaun MacDonald,Mid,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Shaun MacDonald,Mid,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Shaun MacDonald,Mid,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Shaun MacDonald,Mid,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Junior Stanislas,Mid,1,AVL,A,L,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Junior Stanislas,Mid,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Junior Stanislas,Mid,3,WHU,H,W,3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Junior Stanislas,Mid,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Dan Gosling,Mid,1,AVL,A,L,0-1,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Bournemouth,Dan Gosling,Mid,2,LIV,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,Dan Gosling,Mid,3,WHU,H,W,3-4,1.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bournemouth,Dan Gosling,Mid,4,LEI,A,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea,Cesar Azpilicueta,Def,1,SWA,A,D,2-2,13.25,0,1,0,0,0,0,0,5,3,0,0,1,1,0,0,2,0,0
Chelsea,Cesar Azpilicueta,Def,2,MCI,H,L,3-0,3,0,0,0,1,0,0,0,1,1,0,0,3,4,0,0,3,0,0
Chelsea,Cesar Azpilicueta,Def,3,WBA,H,W,2-3,14,1,0,1,0,0,0,0,2,1,0,0,3,0,0,0,2,0,0
Chelsea,Cesar Azpilicueta,Def,4,CRY,A,L,1-2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Chelsea,Gary Cahill,Def,1,SWA,A,D,2-2,4.25,0,0,0,0,0,1,0,2,0,0,0,4,5,0,0,2,0,0
Chelsea,Gary Cahill,Def,2,MCI,H,L,3-0,3,0,0,0,0,0,0,0,2,0,0,0,6,4,0,0,3,0,0
Chelsea,Gary Cahill,Def,3,WBA,H,W,2-3,-0.25,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0
Chelsea,Gary Cahill,Def,4,CRY,A,L,1-2,6.5,0,0,1,0,0,0,0,5,1,0,0,5,2,0,0,2,1,0
Chelsea,Branislac Ivanovic,Def,1,SWA,A,D,2-2,5,0,0,0,0,1,2,0,2,2,0,0,4,0,2,0,2,0,0
